#{"t_start": 1760833005.378652, "env_id": "BipedalWalker-v3"}
r,l,t
-108.515231,168,2427.13466
252.900326,993,2428.415393
255.063634,970,2429.640673
-100.39776,135,2429.814606
-76.29286,257,2430.140188
250.497519,1013,2431.432858
72.486197,758,2432.399253
261.431758,923,2433.561878
-116.687449,41,2433.616299
248.000151,1002,2434.89891
-15.358957,446,2435.461844
243.778147,1015,2438.218501
-79.042417,236,2438.528381
250.571438,997,2439.798363
-19.949031,439,2440.357075
253.315043,986,2441.620523
-8.679382,388,2442.117104
242.997456,1055,2443.462689
113.217431,905,2444.644514
254.12529,981,2445.856382
258.488591,934,2447.002731
7.80829,560,2447.721741
257.968304,947,2448.907413
-74.495609,194,2449.165298
128.133861,927,2451.625464
0.864766,515,2452.274693
-39.106458,328,2452.683939
-53.996125,296,2453.05931
113.790218,960,2454.34481
-75.571591,196,2454.614801
-27.184487,383,2455.157714
67.572847,771,2456.136921
-49.328837,290,2456.502975
243.578648,1055,2457.842515
-119.043721,119,2457.992608
258.749948,938,2459.174709
5.430767,562,2459.887729
123.307473,981,2461.117005
-91.662303,179,2461.348162
21.935146,592,2462.094658
252.667505,991,2463.354455
257.512561,958,2466.478441
25.454254,573,2467.198507
-42.591248,348,2467.642486
88.405264,1036,2468.951451
-55.128516,292,2469.319187
259.571795,928,2470.485512
242.701543,1080,2471.845209
257.804441,954,2473.006264
-32.774306,334,2473.413548
10.95694,515,2474.042557
249.744226,1012,2475.286343
263.832649,902,2476.38155
129.199492,905,2477.482259
-30.730368,447,2478.036283
51.64925,681,2480.937815
84.278721,749,2481.875824
250.589859,1011,2483.137961
254.747816,985,2484.376754
253.634049,979,2485.616389
254.513992,987,2486.860725
-129.174312,46,2486.91912
-4.441025,539,2487.592287
-59.779551,277,2487.941397
263.167412,912,2489.09087
-118.21436,48,2489.151126
2.396809,453,2489.739221
258.580064,949,2490.939389
77.360824,770,2491.907298
256.707313,945,2493.102096
49.695158,578,2495.868104
60.770727,702,2496.752682
60.14573,726,2497.664323
260.810353,935,2498.836605
-125.454891,46,2498.895124
-88.750959,220,2499.193943
-9.705227,503,2499.823683
-123.064292,56,2499.894012
255.718635,967,2501.112201
246.484675,1063,2502.444877
53.777203,649,2503.258783
23.595916,581,2503.986314
35.568349,775,2504.978868
-56.260576,369,2505.442399
91.395815,924,2506.611187
25.637532,633,2507.409702
-6.739514,573,2510.00309
-18.013463,556,2510.740005
-61.974878,338,2511.168644
75.273259,694,2512.028299
254.652906,984,2513.257393
-78.325874,268,2513.59207
-109.413702,101,2513.720717
-113.473147,101,2513.848084
264.26119,889,2514.998528
123.08293,1033,2516.291953
-65.550765,263,2516.618494
-101.451511,131,2516.781766
-113.184414,48,2516.845444
-60.776186,276,2517.190354
139.256775,995,2518.435662
252.956558,976,2519.679151
255.502004,967,2520.88838
139.513514,953,2522.083668
-118.980151,56,2522.155755
47.453946,717,2524.86622
258.69919,932,2526.041193
260.388141,925,2527.207675
2.265302,532,2527.877167
250.248309,1011,2529.165126
259.040241,935,2530.360869
-29.34293,328,2530.775543
-7.386314,348,2531.213608
-112.13093,145,2531.397831
248.043728,1044,2532.705185
113.934873,911,2533.844735
261.824138,902,2534.982937
82.957223,765,2535.950833
254.456961,981,2539.289507
-3.699307,511,2539.929323
31.397072,645,2540.736181
259.904136,929,2541.909525
251.424002,1009,2543.17685
257.263991,937,2544.357615
250.35945,997,2545.61613
255.107367,976,2546.846288
7.377457,591,2547.590934
254.737168,975,2548.825452
253.270664,997,2550.075243
-106.27253,151,2550.264395
257.71288,950,2551.475576
256.92125,943,2554.483169
78.839567,769,2555.448896
88.904129,848,2556.510365
81.501785,809,2557.600209
254.178061,978,2558.906692
-8.789902,458,2559.482495
-64.711727,254,2559.802766
-41.28181,344,2560.246408
243.997398,1073,2561.594718
30.932377,604,2562.352731
32.550985,682,2563.211385
257.201898,950,2564.402672
249.336841,1030,2565.703792
251.950196,1004,2569.077128
-116.178565,50,2569.140234
-57.862628,224,2569.417972
23.33657,588,2570.14929
244.541619,1066,2571.475503
-126.433629,51,2571.540535
82.72117,804,2572.540859
129.344539,959,2573.747795
83.607988,767,2574.719007
-35.560739,384,2575.200646
251.784731,998,2576.445793
26.723455,533,2577.123917
-65.45185,324,2577.539042
8.744651,515,2578.183156
-127.967981,48,2578.245246
259.168203,935,2579.407248
77.794255,786,2580.38465
-34.198038,346,2582.445507
-74.764109,227,2582.729279
4.875146,631,2583.513921
256.116941,961,2584.715401
243.867199,1082,2586.066103
250.202159,1020,2587.346613
-29.516072,376,2587.817502
43.384518,587,2588.546329
67.24234,683,2589.399298
262.283894,905,2590.558454
263.621525,896,2591.700969
254.647972,955,2592.915187
252.898087,997,2594.169933
246.473852,1048,2597.158906
102.359123,810,2598.193283
-90.106125,190,2598.434776
-94.806229,221,2598.714236
-20.264847,397,2599.214945
258.164567,943,2600.415007
253.156695,995,2601.668196
260.078216,922,2602.834579
-26.707252,422,2603.371732
67.696569,686,2604.241183
253.972127,989,2605.515309
252.585178,995,2606.78397
129.424708,867,2607.886106
236.734111,1123,2609.311129
113.888151,1042,2611.415466
244.62913,1061,2612.738007
-124.208629,46,2612.796918
-75.832857,224,2613.074849
6.523967,506,2613.723454
130.967927,1012,2615.003438
-127.609008,53,2615.071409
-12.322838,397,2615.567635
241.818596,1099,2616.931736
246.312226,1048,2618.243113
239.065499,1106,2619.62543
254.426026,977,2620.867139
111.932501,883,2621.962308
258.035665,928,2624.744254
139.037688,923,2625.909737
73.577189,755,2626.867875
114.38708,873,2627.991944
257.512282,945,2629.189119
54.469312,727,2630.106066
-105.572087,130,2630.270766
-42.935212,374,2630.753797
244.446371,1010,2632.037139
-109.885119,145,2632.220079
35.087091,626,2633.024872
252.819133,993,2634.279432
252.410328,994,2635.550151
-76.428522,146,2635.735136
257.466676,943,2636.92527
258.473338,953,2638.99543
64.927777,682,2639.864407
94.363705,778,2640.858181
-120.662296,105,2640.991392
45.384042,566,2641.714788
248.315229,1039,2643.057249
-29.930017,850,2644.13746
-117.908658,46,2644.196087
-105.222337,159,2644.410064
-86.916325,231,2644.70003
43.693455,622,2645.487385
133.920678,955,2646.691378
263.475049,898,2647.841862
-54.13066,353,2648.298664
34.293409,580,2649.03192
69.920136,729,2649.94386
69.532777,762,2651.464054
-74.237786,268,2651.800433
256.411236,964,2653.024484
247.333206,1043,2654.339854
94.035387,817,2655.367193
260.639303,918,2656.556089
-60.268321,293,2656.938593
-32.220859,402,2657.453181
-125.402133,47,2657.512875
257.566246,934,2658.730073
-64.031965,208,2659.008091
261.29664,913,2660.197019
253.459656,992,2661.605274
260.845491,919,2662.780106
260.231145,925,2663.939034
-103.189867,116,2664.084844
-89.002844,138,2665.420603
254.079572,982,2666.648284
99.572237,809,2667.65874
251.961713,991,2668.913901
38.972735,679,2669.767166
-128.673115,47,2669.828158
-68.19468,230,2670.11691
-61.702883,212,2670.381884
-64.119336,249,2670.711656
82.967364,691,2671.587543
259.333852,930,2672.759416
-51.539132,306,2673.14238
-99.630362,162,2673.34678
42.178582,654,2674.163909
-78.484176,206,2674.423749
-113.292039,161,2674.626568
255.868474,963,2675.853667
65.814325,763,2676.852728
-29.573721,315,2677.257856
-50.083365,330,2677.683099
253.477062,964,2680.458393
-106.831761,86,2680.568382
64.739942,772,2681.530107
-114.029674,140,2681.705595
-25.505132,342,2682.144723
-60.151832,262,2682.469407
247.061896,1047,2683.847815
119.796201,769,2684.830643
85.354089,811,2685.854182
-91.804043,151,2686.044661
-24.389127,420,2686.578506
24.317568,599,2687.363253
254.76121,967,2688.593482
-71.049769,252,2688.917008
-27.843263,394,2689.421655
-80.866593,310,2689.818158
253.53468,976,2691.055451
88.826485,645,2691.875288
255.210202,982,2693.494236
261.874925,914,2694.654597
-78.55063,205,2694.914385
-92.875481,162,2695.1196
-0.999843,474,2695.721558
100.263103,757,2696.689883
-123.38058,49,2696.753882
22.995193,530,2697.426544
70.83924,737,2698.358697
120.821641,826,2699.399911
246.968394,1041,2700.732901
-27.591495,363,2701.188683
129.476935,853,2702.263057
57.563718,639,2703.071994
45.31732,537,2703.751387
-129.113348,46,2703.810669
-2.169707,515,2704.472528
257.321452,941,2705.958166
-15.510955,438,2706.528223
261.958937,911,2707.678046
-80.653037,174,2707.907253
138.555617,847,2708.984189
255.373346,963,2710.191491
-94.362579,241,2710.493215
118.169346,984,2711.727129
-18.325481,411,2712.257754
244.887328,1063,2713.585751
250.138647,1015,2714.951056
-37.710311,553,2715.659568
-103.781867,133,2715.842517
19.11515,536,2716.539885
19.811585,535,2717.211037
128.884869,900,2718.331731
256.835234,959,2720.334144
-114.69107,61,2720.411127
-43.518336,329,2720.834294
252.311954,977,2722.052249
245.081687,1061,2723.354295
253.658249,975,2724.552921
44.749113,650,2725.363608
252.029487,996,2726.618503
240.304793,1091,2727.999191
-55.333831,290,2728.362325
264.502998,869,2729.451876
133.157654,897,2730.582116
82.677587,808,2731.590618
253.211633,991,2734.367671
113.465057,837,2735.419796
55.510738,621,2736.20689
-105.964563,97,2736.32704
-47.443265,354,2736.771488
250.57391,1015,2738.029839
88.858497,736,2738.919558
8.485102,458,2739.478734
8.266704,474,2740.061524
127.807557,915,2741.198968
252.798121,983,2742.4168
-108.310859,147,2742.604939
-60.286253,338,2743.02423
-113.786362,47,2743.086506
247.127135,1030,2744.401073
157.180898,878,2745.506238
78.592879,667,2747.511135
-58.535601,246,2747.819542
-124.940707,53,2747.885618
-28.921654,462,2748.472961
-91.229075,148,2748.65791
258.346978,940,2749.850049
116.994052,953,2751.039599
258.35213,944,2752.22832
249.663558,1020,2753.528796
253.506715,995,2754.772946
-104.336576,122,2754.924651
258.952294,935,2756.099586
238.152822,1091,2757.47364
64.515071,723,2758.371544
-114.53388,62,2758.449367
251.058783,1002,2760.351163
-49.856861,398,2760.847815
66.534859,809,2761.856381
108.109514,898,2762.981321
252.897798,996,2764.311633
55.274173,733,2765.295639
-3.935324,526,2765.957573
91.313628,844,2767.033764
-47.944064,327,2767.442399
25.72464,646,2768.251038
-116.161353,71,2768.340053
97.438628,986,2769.601454
-43.411442,340,2770.026066
-94.709568,147,2770.208929
120.422648,780,2771.186524
17.771512,494,2771.806602
-38.431002,430,2772.34047
255.246698,972,2775.045107
27.897712,551,2775.729923
137.502939,986,2776.968306
-66.18243,272,2777.304165
66.002305,767,2778.25686
-44.276642,280,2778.607974
-125.773854,57,2778.683052
-47.440516,310,2779.069449
256.952691,962,2780.273078
-32.812091,328,2780.707473
-59.999705,194,2780.962416
41.417326,620,2781.74452
-124.653164,50,2781.80759
255.099383,950,2782.988739
252.336839,992,2784.232009
245.82669,1054,2785.581252
-34.754593,334,2786.003043
-59.786044,367,2786.463497
9.533435,493,2787.970918
-87.075854,175,2788.188869
-12.834846,403,2788.690148
-114.071178,164,2788.898536
-42.855033,293,2789.26865
-31.541111,437,2789.818328
24.95158,615,2790.625644
3.094247,457,2791.20089
254.128231,976,2792.44117
-60.32443,330,2792.865983
78.469391,832,2793.915928
-67.518395,291,2794.286583
144.004905,994,2795.553703
13.571223,650,2796.371585
254.878045,972,2797.60359
-124.949855,50,2797.667878
252.37118,981,2798.932076
100.029256,838,2799.993183
258.50825,937,2802.245749
250.107529,1012,2803.524537
-29.044054,473,2804.124244
32.514632,627,2804.919501
-16.690929,370,2805.40022
-59.699854,220,2805.677653
7.492554,468,2806.269736
254.492648,976,2807.506412
-71.579196,238,2807.80473
242.417675,1081,2809.183053
17.48542,503,2809.819291
15.573735,546,2810.507133
79.394078,773,2811.496371
252.19243,997,2812.787191
-106.016973,134,2812.958186
-34.214688,393,2813.455833
30.408861,672,2815.489467
250.013404,1019,2816.802502
-43.095851,315,2817.200321
82.742992,698,2818.080413
-18.404838,340,2818.505421
88.765587,757,2819.464516
92.261107,824,2820.519174
-39.282327,399,2821.022359
-98.292005,150,2821.214857
-14.103988,497,2821.840858
260.117997,927,2822.997805
-17.337477,443,2823.559675
-83.508013,228,2823.849481
-44.209808,338,2824.282593
142.938894,945,2825.499557
-48.759313,350,2825.952861
246.326236,1051,2827.346534
254.57267,958,2830.342401
259.717196,914,2831.565492
20.989391,558,2832.30451
254.359902,975,2833.593126
34.155982,590,2834.371712
120.657896,833,2835.471511
-29.706631,430,2836.034159
-75.141404,204,2836.298324
89.002929,712,2837.21403
-90.30221,214,2837.490607
247.969635,1013,2838.813754
248.821739,1012,2840.171581
245.425963,1058,2841.560054
251.680304,986,2842.892031
-75.23479,220,2844.838971
-7.977476,466,2845.448215
259.173983,942,2846.716901
126.50252,849,2847.869355
260.333223,924,2849.114232
7.827556,513,2849.794904
252.397022,995,2851.121625
73.09321,745,2852.088792
2.260794,567,2852.84526
-64.969865,271,2853.192161
7.597401,432,2853.809118
67.501107,774,2854.802422
28.080925,647,2855.663398
-72.356338,231,2855.961466
-126.920237,54,2856.035908
254.724612,967,2857.331936
-25.494007,640,2859.530045
257.019246,942,2860.753728
-54.010472,249,2861.108299
-32.864755,341,2861.563797
247.922227,1029,2862.927891
251.716769,1004,2864.24612
252.821587,992,2865.549685
249.627998,1016,2866.911094
15.823279,511,2867.64923
-65.382247,337,2868.122336
13.596098,473,2868.811285
-110.265463,101,2868.961746
-45.748562,287,2869.375677
247.407402,1036,2870.888871
-77.107805,168,2871.123474
-12.734556,522,2871.860287
250.229375,1005,2873.793535
254.429412,970,2875.244641
41.121625,601,2876.047924
-55.852316,286,2876.429822
-13.137653,350,2876.892816
-46.233811,449,2877.496176
-108.550492,144,2877.691782
-53.497085,282,2878.092848
-55.205781,365,2878.668766
-20.519925,476,2879.322362
-39.086946,356,2879.788877
-55.334155,238,2880.102015
3.029535,492,2880.756767
106.650524,838,2881.872962
-120.842349,106,2882.021737
256.585761,947,2883.404353
-44.368152,419,2884.087121
256.394309,955,2885.583572
257.983376,942,2887.042826
253.734803,972,2889.065593
-45.073354,375,2889.570079
-67.928913,225,2889.87332
29.593549,567,2890.62374
-118.914405,51,2890.688149
-46.613142,304,2891.114751
-27.129317,355,2891.671884
-100.096288,128,2891.846097
251.313375,1001,2893.231545
251.096489,932,2894.456282
-115.673283,141,2894.637576
16.730219,486,2895.269302
126.032837,811,2896.38265
-112.904898,41,2896.437005
246.847607,1035,2897.800063
-67.595702,273,2898.154557
-3.08183,714,2899.121044
-28.446066,459,2899.745082
119.859021,864,2900.886121
-43.135543,353,2901.357127
32.596897,578,2902.102755
-42.245363,301,2903.19976
249.542971,1011,2904.550422
-41.907733,270,2904.902295
15.405548,528,2905.597214
-46.062432,336,2906.042099
250.177126,1013,2907.406859
-91.976632,205,2907.675076
255.870642,960,2908.948721
-76.012481,168,2909.182039
245.466921,1030,2910.559257
252.132399,1003,2911.887211
254.421045,970,2913.187013
257.48186,951,2914.46624
-14.648984,643,2915.32488
75.67878,706,2917.736811
251.9154,983,2919.02116
255.875456,967,2920.29533
-121.057497,48,2920.367695
254.59532,972,2921.655799
238.322461,1107,2923.140566
261.998851,894,2924.302225
84.942759,754,2925.30501
-60.894895,274,2925.667662
-69.545206,340,2926.100546
-53.471302,215,2926.38168
82.424776,668,2927.259179
73.894174,942,2928.519755
-55.13728,244,2928.835393
-121.112345,76,2928.936645
113.805534,833,2930.021645
250.515615,998,2932.719017
24.73937,548,2933.435918
247.886291,1030,2934.779629
254.556346,972,2936.038361
248.214509,1025,2937.402878
257.051427,943,2938.65951
246.604516,1040,2940.001561
247.647032,1001,2941.286637
-30.465327,413,2941.841064
249.896692,1008,2943.155874
250.58045,1000,2944.465186
42.719398,740,2946.329233
-65.058934,277,2946.675659
58.358891,604,2947.445531
-87.144531,236,2947.768496
58.801675,652,2948.618586
13.082452,618,2949.419991
-59.425899,297,2949.809124
248.02259,1030,2951.158677
30.459565,523,2951.845898
67.116056,841,2952.966632
247.120814,1034,2954.336498
251.810612,995,2955.6853
252.113787,988,2957.016241
-125.990894,53,2957.087296
-7.169051,487,2957.732727
237.957146,1119,2959.366688
247.923438,1027,2962.620083
69.103475,837,2963.815153
-38.971253,299,2964.222175
-0.134031,499,2964.932699
142.078873,959,2966.207766
-18.709855,454,2966.801237
234.244792,1150,2968.321731
69.18125,744,2969.29695
263.491449,897,2970.497448
-49.33444,389,2971.063816
-81.698572,167,2971.298502
-18.752988,448,2971.928769
-125.354818,54,2972.004861
-113.17369,46,2972.067058
44.953219,617,2972.937412
130.081275,1038,2974.329199
236.477464,1133,2977.645757
75.133449,861,2978.815867
249.705813,1022,2980.168745
0.72874,547,2980.917705
72.858719,864,2982.078697
249.035457,1028,2983.458212
-48.212825,242,2983.80258
-109.748836,43,2983.865815
26.947213,530,2984.56845
19.111173,529,2985.289615
56.973366,655,2986.143268
78.695735,766,2987.179205
-66.630555,228,2987.480628
245.417462,1012,2988.812439
63.866746,773,2989.893468
101.81107,866,2992.973044
22.658422,586,2993.79162
-8.305441,582,2994.563975
-118.282451,45,2994.630339
18.944566,667,2995.53147
-103.560728,168,2995.76156
232.451834,1166,2997.330206
-37.782787,490,2997.983901
-33.343036,386,2998.511009
245.188884,1051,2999.925461
42.893408,714,3000.880046
241.684343,1089,3002.373089
37.847056,573,3003.158416
-6.948037,444,3003.737708
-84.045945,167,3003.968355
87.290605,817,3005.024238
245.797777,1050,3007.943492
247.44689,1033,3009.332082
246.048934,1048,3010.681131
65.889603,798,3011.7203
253.043201,993,3013.032048
249.058216,1014,3014.439119
-26.147282,346,3014.905407
247.919905,1021,3016.345581
43.39156,612,3017.154451
242.893977,1070,3018.629516
258.873438,927,3019.876612
245.365687,1053,3022.9258
-113.457178,51,3022.995683
239.759192,1109,3024.471999
254.800758,964,3025.778346
254.700855,963,3027.108554
260.395045,922,3028.3104
27.055307,484,3028.972275
68.500625,643,3029.868369
245.487134,1044,3031.283114
239.149454,1116,3032.810412
-23.45972,424,3033.390772
-23.99331,434,3033.962158
-21.723852,370,3034.524343
250.399692,1010,3035.923666
86.006378,822,3037.91064
6.5843,436,3038.544873
74.583795,740,3039.593759
-72.896535,235,3039.938159
-112.134842,98,3040.071071
252.530725,991,3041.45023
-102.962811,184,3041.698339
-24.58645,342,3042.161566
246.275227,1048,3043.593391
-18.81838,401,3044.136722
69.535689,658,3045.062494
114.462806,854,3046.259922
73.506665,701,3047.234251
250.050175,1009,3048.665246
-124.220153,49,3048.740985
-26.250381,426,3049.331659
88.768657,761,3050.374816
257.619511,947,3053.03674
14.322571,506,3053.740517
68.297497,640,3054.649408
72.491438,715,3055.652745
250.884841,1002,3057.022596
-127.588472,50,3057.090635
254.943858,970,3058.423117
-6.05647,420,3058.989638
257.280319,941,3060.331334
-25.221333,343,3060.823571
247.605142,1032,3062.311079
-121.540592,148,3062.511073
257.93485,936,3063.818036
251.82897,993,3065.160468
253.603977,978,3067.814721
-115.587018,42,3067.867486
259.175081,931,3069.118243
60.35645,733,3070.093139
246.103704,1033,3071.518461
258.246149,939,3072.765934
258.740801,946,3074.088493
251.504744,1007,3075.552052
20.658544,578,3076.357891
252.724855,991,3077.694816
257.98881,936,3078.990008
48.995717,615,3079.838641
252.551982,990,3082.081297
250.267679,1009,3083.484608
46.387953,668,3084.373541
252.184268,994,3085.71777
2.507595,431,3086.287498
248.602492,1036,3087.634433
251.01932,982,3088.954786
-1.72707,468,3089.576482
1.213956,454,3090.172933
248.268467,1039,3091.578897
52.081468,644,3092.430238
-67.339218,268,3092.778895
75.658371,822,3093.897309
-82.977689,227,3094.203603
-117.163908,43,3094.26252
257.634943,944,3096.843087
256.351295,953,3098.133375
19.487326,574,3098.892482
79.826566,789,3099.969906
95.250417,818,3101.057992
250.158519,1008,3102.438615
-9.708646,422,3103.001221
105.518828,916,3104.26348
-88.43012,168,3104.482911
250.113844,1020,3105.854931
236.195952,1136,3107.412769
-33.582288,321,3107.872984
73.308554,641,3108.783889
-80.132944,234,3109.126812
-19.242524,533,3109.880413
-23.576805,440,3111.622473
-7.48949,460,3112.267393
248.441803,1019,3113.669139
263.7737,890,3114.892799
256.91512,947,3116.200983
-19.243268,456,3116.834739
253.027064,977,3118.194138
249.937738,1015,3119.61143
-99.408625,153,3119.825521
73.820958,735,3120.8355
4.917043,458,3121.461875
-102.537944,139,3121.653042
242.796362,1071,3123.131005
253.879401,979,3124.47666
-36.065918,301,3124.897645
-87.228684,190,3125.15538
26.833411,566,3127.456586
-63.12982,272,3127.857826
-61.740538,261,3128.221379
82.024963,657,3129.146305
2.448002,430,3129.744699
250.854085,1011,3131.102461
257.566213,947,3132.44525
244.301855,1062,3133.891248
254.928752,965,3135.215795
50.156736,655,3136.08481
96.625901,895,3137.260239
-8.795215,456,3137.875328
-42.647152,286,3138.249486
-71.103514,243,3138.590483
242.429204,1069,3140.085162
73.696879,727,3141.999949
-19.70284,363,3142.49634
26.970912,628,3143.368075
255.54796,971,3144.734295
251.111471,1000,3146.193244
15.557931,523,3146.898068
-49.730855,320,3147.326013
252.271939,998,3148.672184
108.568332,986,3150.010535
253.104617,982,3151.327257
80.41389,784,3152.396941
251.439778,995,3153.775491
112.466198,907,3154.984425
-121.575164,49,3155.049219
19.891635,501,3156.920311
-33.084715,439,3157.537584
257.271581,938,3158.747615
13.362626,531,3159.451013
-31.035209,305,3159.845107
250.294688,1014,3161.191233
39.326304,642,3162.045074
28.592964,671,3162.918078
53.005512,729,3163.901299
-24.784258,434,3164.461939
-27.371174,387,3164.968522
245.341811,1065,3166.380742
255.523337,967,3167.6354
7.471629,475,3168.256484
-48.171205,358,3168.737435
84.310507,722,3170.436353
243.163544,1069,3171.872483
244.659426,1013,3173.169195
-2.326336,572,3173.917895
30.91625,582,3174.678973
61.5531,739,3175.623155
-103.26887,99,3175.753091
-129.314499,120,3175.908926
-41.820885,588,3176.681708
-70.060117,218,3176.961543
249.73539,1012,3178.467642
-45.600032,311,3178.924117
258.011168,946,3180.21007
-86.852542,186,3180.511262
36.549374,615,3181.32534
-27.305425,398,3181.857833
-82.761058,167,3182.104117
47.134855,728,3183.062652
7.258478,461,3183.673678
243.435567,1064,3186.263449
-30.961363,334,3186.710158
45.902014,707,3187.635671
250.766612,1007,3189.006664
-60.977991,331,3189.441177
-31.652058,400,3189.979394
97.069831,857,3191.12125
98.074677,897,3192.364242
238.773704,1121,3193.850736
37.846387,660,3194.779668
246.070306,1047,3196.275361
-10.682257,463,3197.012858
16.479881,553,3197.754525
-38.816667,307,3198.201607
249.390471,1006,3201.231611
6.439526,659,3202.145661
241.561006,1092,3203.669849
-110.553764,92,3203.798915
252.408281,1006,3205.20239
9.100204,588,3206.04856
39.082362,680,3206.965904
6.1089,532,3207.682879
24.077595,612,3208.515034
8.856072,450,3209.132267
-45.571278,356,3209.585915
-24.846199,389,3210.134551
-49.046051,342,3210.601638
255.638999,962,3211.887709
108.947371,961,3213.145356
-24.686756,389,3213.68672
-21.008301,365,3215.052553
-55.992225,271,3215.406358
117.974645,1050,3216.781613
251.56831,995,3218.093384
139.26587,1026,3219.454581
250.445376,1019,3220.795174
82.074929,806,3221.867099
-49.474888,351,3222.343238
-125.100602,45,3222.40196
-84.700893,182,3222.642761
56.442317,783,3223.682902
-35.289104,340,3224.135695
257.004621,955,3225.422114
125.140565,1108,3226.906038
245.555776,1035,3229.336751
-60.444667,354,3229.847226
42.54454,672,3230.769418
-64.071949,264,3231.175338
236.074037,1133,3232.724754
255.291953,962,3234.084159
96.812404,792,3235.19392
30.153394,538,3235.941238
-105.420359,116,3236.102564
6.278429,498,3236.82674
-127.566589,47,3236.889063
16.669558,625,3237.784742
-90.471708,197,3238.04804
90.606975,758,3239.06889
253.564454,987,3240.399527
258.524145,938,3241.633333
101.281877,829,3242.777546
-43.083437,433,3244.477343
243.548436,1067,3245.906783
251.934619,1005,3247.287357
-0.775309,600,3248.109046
89.579224,731,3249.054175
-107.987732,118,3249.205186
17.383186,564,3249.95682
253.231296,994,3251.283477
-88.805456,209,3251.564211
240.018633,1103,3253.019651
-39.440951,326,3253.455909
3.618007,430,3254.02939
251.368169,987,3255.376594
-3.434745,477,3256.010267
245.99117,1045,3257.408713
247.296903,1037,3259.476272
89.652558,874,3260.6663
19.239685,565,3261.430673
253.506124,980,3262.751151
252.751864,982,3264.097435
40.818894,621,3264.945359
4.139097,565,3265.760376
118.809869,994,3267.175292
62.326353,716,3268.139501
241.250847,1088,3269.621911
109.273204,963,3270.973919
253.313133,971,3273.210569
45.320242,582,3274.035843
-117.151103,64,3274.122647
72.90958,746,3275.107551
-29.687487,468,3275.7253
-74.57454,174,3275.95673
250.347311,982,3277.246029
-74.84212,222,3277.537694
-4.361049,496,3278.191473
-115.207721,42,3278.250305
98.526497,808,3279.293698
249.112582,1011,3280.639414
253.288102,988,3282.057473
35.128951,560,3282.836096
106.446343,912,3284.122357
-102.780216,136,3284.295621
75.014218,872,3285.442706
-110.142494,134,3285.641771
-60.453025,297,3286.048122
240.639216,1100,3288.216748
-35.160297,351,3288.716531
254.12999,978,3290.03108
-58.33338,281,3290.433372
-87.247355,228,3290.74132
248.44596,1020,3292.178066
252.357059,983,3293.493887
-106.102818,158,3293.704659
-114.26966,72,3293.799292
-101.056579,123,3293.966805
31.338942,576,3294.745185
253.064479,982,3296.124501
-68.090153,234,3296.441307
-110.504997,43,3296.499992
21.590434,563,3297.260336
15.126178,598,3298.061546
258.467315,941,3299.338331
-59.276012,288,3299.728046
-104.019932,126,3299.899579
143.697134,1011,3302.329392
-81.334893,205,3302.61389
-51.638483,279,3302.995056
-23.024007,414,3303.543201
30.067303,580,3304.325592
258.010299,948,3305.621577
258.487279,936,3306.923627
250.107306,1017,3308.272803
-3.692917,485,3308.932297
247.071149,1029,3310.297546
244.911721,1066,3311.7003
-70.988436,200,3311.971723
-24.389296,366,3312.456388
-45.064077,274,3312.840744
-78.586902,214,3313.13589
49.339476,614,3314.01429
252.15755,972,3315.875353
241.777897,1078,3317.39819
-16.105684,409,3317.945558
-52.770247,296,3318.351002
-2.585818,580,3319.157748
28.734231,587,3319.966383
245.370984,1053,3321.457841
245.397761,1048,3322.931914
-31.144857,357,3323.468286
244.441951,1058,3324.890878
-56.751873,250,3325.228436
-23.543861,333,3325.684885
238.943127,1119,3327.156049
-90.408147,166,3327.37735
49.08465,833,3328.494909
53.162517,780,3329.557575
-77.208906,217,3331.015563
-112.986565,40,3331.068469
241.338907,1087,3332.560932
251.282604,996,3333.874586
246.127914,1053,3335.320745
255.387653,967,3336.623903
109.822671,766,3337.675408
-116.202582,63,3337.75665
253.771775,955,3339.016114
126.613112,860,3340.16201
33.773989,613,3340.972878
55.252044,715,3341.938784
53.399762,891,3343.139699
20.314233,553,3343.880213
254.944056,968,3345.791205
239.27377,1102,3347.23871
-12.227729,437,3347.805472
254.686385,959,3349.151135
-128.276932,48,3349.221923
254.834737,966,3350.519773
252.128102,982,3351.829315
-3.61796,496,3352.517943
251.028633,1001,3353.85093
244.567852,1043,3355.243683
239.891394,1102,3356.725537
-121.210576,48,3356.789095
239.873874,1096,3358.26124
254.862553,963,3360.49433
-61.841036,279,3360.85861
-68.470103,218,3361.154682
-9.293854,431,3361.746108
30.965241,720,3362.681484
-88.021276,185,3362.932297
-69.52783,254,3363.272523
232.613883,1156,3364.813857
247.832449,1031,3366.200354
120.712478,996,3367.539177
246.720757,1040,3368.951955
248.818245,1020,3370.265134
-51.938439,271,3370.630462
-10.85108,404,3371.145761
108.827509,849,3372.283926
12.104773,560,3373.48615
-114.016811,46,3373.54791
44.108023,671,3374.440152
244.456565,1052,3375.866442
-114.075653,44,3375.926092
-127.788632,141,3376.118129
234.174156,1154,3377.645196
-28.384118,307,3378.080953
-52.282052,384,3378.605245
47.849714,681,3379.541107
17.180482,604,3380.340683
-116.139285,126,3380.513034
254.201346,978,3381.830065
-11.214612,468,3382.448321
17.330287,452,3383.065026
253.065734,980,3384.372214
-59.87157,286,3384.825015
