time/iterations,time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,train/entropy_loss,train/n_updates,train/value_loss,train/clip_range,train/approx_kl,train/policy_gradient_loss,train/clip_fraction,train/learning_rate,train/explained_variance,train/std,train/loss,eval/mean_ep_length,eval/mean_reward
363,702,1058,1070.49,743424,233.33701985999997,-5.9132744267582895,3620,0.04889494145609206,0.2,0.009847618,-0.012087424591300078,0.098046875,3e-05,0.3238171339035034,1.0612773895263672,-0.007343664765357971,,
364,702,1060,1070.11,745472,233.31521913,-5.9124805822968485,3630,0.03491957143123727,0.2,0.007872515,-0.010736519751662853,0.08193359375,3e-05,0.35728293657302856,1.061295747756958,-0.06256569921970367,,
365,703,1063,1072.71,747520,234.59646480000004,-5.913125963509083,3640,0.05909043560677674,0.2,0.010403093,-0.01282603463041596,0.107861328125,3e-05,0.45121175050735474,1.0614266395568848,-0.01915903016924858,,
366,703,1065,1072.06,749568,234.63033135,-5.913711942732334,3650,0.0496867740934249,0.2,0.0083937,-0.01018263834703248,0.0791015625,3e-05,0.2940521240234375,1.061722755432129,-0.023300711065530777,,
,,,,750000,,-5.9162737563252445,3660,0.04354032090632245,0.2,0.010357681,-0.013136478516389615,0.114990234375,3e-05,0.3650970458984375,1.062596082687378,-0.0880134105682373,749.2,149.51152800000003
367,702,1070,1078.85,751616,237.64327171000002,,,,,,,,,,,,,
368,702,1072,1078.09,753664,237.66580266,-5.917655828595161,3670,0.05572468104364816,0.2,0.008137172,-0.0091890867712209,0.08466796875,3e-05,0.33129382133483887,1.0628278255462646,-0.07544584572315216,,
369,703,1074,1080.26,755712,239.73330017,-5.920469795167446,3680,0.05249748335772893,0.2,0.009770902,-0.010820730324485339,0.0939453125,3e-05,0.1957392692565918,1.0639090538024902,-0.004059821367263794,,
370,703,1077,1079.59,757760,239.75552020000003,-5.925570905208588,3690,0.05006599977205042,0.2,0.01135605,-0.011938362586079165,0.09248046875,3e-05,0.2765845060348511,1.0657544136047363,-0.05378104746341705,,
371,703,1079,1078.67,759808,239.81558455,-5.9316715285182,3700,0.051553606455854606,0.2,0.009098307,-0.01046731617389014,0.08896484375,3e-05,0.2413209080696106,1.067061185836792,-0.07148846238851547,,
,,,,760000,,-5.933810971677303,3710,0.03203095474746078,0.2,0.008186119,-0.01094235296768602,0.07255859375,3e-05,0.27480459213256836,1.0667507648468018,-0.054107166826725006,569.2,61.0597772
372,703,1083,1081.65,761856,240.16559680000003,,,,,,,,,,,,,
373,703,1085,1080.31,763904,240.26559666,-5.93557595461607,3720,0.11511213704652619,0.2,0.008218265,-0.012429663259536029,0.08466796875,3e-05,0.8919408321380615,1.0682487487792969,-0.038815196603536606,,
374,704,1087,1084.47,765952,242.78998174,-5.939663761854172,3730,0.029877309888252056,0.2,0.009300552,-0.01441516386839794,0.091748046875,3e-05,0.3722478747367859,1.0688400268554688,-0.06591740995645523,,
375,704,1090,1089.46,768000,245.29283450000003,-5.941231451928616,3740,0.06747737591504119,0.2,0.008906738,-0.011044707807013766,0.077783203125,3e-05,0.4761253595352173,1.0691473484039307,-0.020115002989768982,,
,,,,770000,,-5.944433285295963,3750,0.055298503692029044,0.2,0.008876137,-0.011118435401294846,0.0822265625,3e-05,0.14627212285995483,1.070472240447998,-0.02219981700181961,476.6,35.719623
376,703,1093,1075.93,770048,241.93767403,,,,,,,,,,,,,
377,704,1096,1073.59,772096,242.0868483,-5.949631184339523,3760,0.09400761762226466,0.2,0.008199833,-0.010081434607855044,0.072412109375,3e-05,0.6991461515426636,1.0718640089035034,-0.06669187545776367,,
378,704,1098,1073.14,774144,242.09106584000006,-5.953390908241272,3770,0.06347664116328815,0.2,0.011486292,-0.012029102302039973,0.104052734375,3e-05,0.3399178981781006,1.0724772214889526,-0.07008979469537735,,
379,705,1100,1072.26,776192,242.17026163,-5.954975901544094,3780,0.04985419592121616,0.2,0.007953813,-0.00920019059558399,0.06865234375,3e-05,0.38450878858566284,1.0727081298828125,-0.03833507373929024,,
380,705,1103,1073.59,778240,245.29222717999997,-5.956726622581482,3790,0.049335882713785396,0.2,0.008403133,-0.009569085662951693,0.084423828125,3e-05,0.4004014730453491,1.0736429691314697,-0.06096905842423439,,
,,,,780000,,-5.959524977207184,3800,0.06070265735324938,0.2,0.008506712,-0.01073681442940142,0.0759765625,3e-05,0.32869505882263184,1.0742459297180176,-0.0566270612180233,979.6,216.24716000000004
381,703,1108,1071.66,780288,245.43722048,,,,,,,,,,,,,
382,704,1110,1065.94,782336,241.96016451999995,-5.9620899021625515,3810,0.05017143743025372,0.2,0.009974025,-0.011382240476086736,0.1037109375,3e-05,0.33742767572402954,1.0748136043548584,-0.06878742575645447,,
383,704,1113,1065.19,784384,242.00283536999996,-5.9648771092295645,3820,0.08962279451661744,0.2,0.010202182,-0.013619678930263035,0.094580078125,3e-05,0.9299225211143494,1.075854778289795,-0.0351148322224617,,
384,705,1115,1063.57,786432,242.07964058999994,-5.965773521363735,3830,0.06751471987226978,0.2,0.010100267,-0.01224306661169976,0.084326171875,3e-05,0.12071865797042847,1.075181245803833,-0.039157796651124954,,
385,705,1117,1062.55,788480,242.12821111000002,-5.9654814302921295,3840,0.051117429620353504,0.2,0.0088646365,-0.0112731361965416,0.08984375,3e-05,0.27059483528137207,1.0758856534957886,-0.048245370388031006,,
,,,,790000,,-5.969984695315361,3850,0.05185917989583686,0.2,0.009572048,-0.013227593310875817,0.095263671875,3e-05,0.14955222606658936,1.077580451965332,-0.07073110342025757,847.6,202.34098
386,704,1122,1061.01,790528,242.24242448,,,,,,,,,,,,,
387,704,1124,1059.73,792576,242.30750738000003,-5.972857411205768,3860,0.04526031972200144,0.2,0.008405317,-0.009399041646975092,0.07138671875,3e-05,0.32328879833221436,1.0773848295211792,-0.06173285096883774,,
388,705,1126,1051.77,794624,239.39901314,-5.972206185758114,3870,0.05695451429928653,0.2,0.011066962,-0.012691306442138738,0.1189453125,3e-05,0.3760406970977783,1.077333927154541,-0.04332985356450081,,
389,705,1129,1050.3,796672,239.45456338999992,-5.972420923411846,3880,0.08977919316967017,0.2,0.0075099003,-0.012600778738851659,0.080712890625,3e-05,0.9346277713775635,1.0772473812103271,-0.022758565843105316,,
390,705,1131,1049.55,798720,239.47604502999994,-5.974077920615673,3890,0.05373882549174595,0.2,0.009411326,-0.014475025456340518,0.09091796875,3e-05,0.31352412700653076,1.078307867050171,-0.058320242911577225,,
,,,,800000,,-5.977126385271549,3900,0.055059949119458905,0.2,0.010895378,-0.011649832726106979,0.110693359375,3e-05,0.21363872289657593,1.0788466930389404,-0.08317263424396515,900.4,215.41881859999998
391,704,1136,1048.23,800768,239.55605797,,,,,,,,,,,,,
392,704,1138,1047.17,802816,239.60346391000002,-5.9797478571534155,3910,0.1049432349507697,0.2,0.009852624,-0.009237278025830164,0.094482421875,3e-05,0.4940865635871887,1.0797988176345825,-0.03613591566681862,,
393,705,1141,1046.79,804864,239.61699576000004,-5.981317576766014,3920,0.04977642699086573,0.2,0.011133837,-0.013698473971453495,0.120654296875,3e-05,0.20190632343292236,1.0797812938690186,-0.05854959785938263,,
394,705,1143,1044.93,806912,239.74118002,-5.982582861185074,3930,0.05190417079720646,0.2,0.008683583,-0.009761163181974553,0.08330078125,3e-05,0.3566949963569641,1.0803797245025635,-0.07480871677398682,,
395,705,1145,1043.85,808960,239.82835876000001,-5.984266449511051,3940,0.055246233074285556,0.2,0.008346633,-0.011877575344988145,0.093505859375,3e-05,0.18826866149902344,1.0806845426559448,-0.06842276453971863,,
,,,,810000,,-5.987374401092529,3950,0.053236516419565304,0.2,0.011943642,-0.013674668205203489,0.10859375,3e-05,0.44314271211624146,1.081952452659607,-0.07249966263771057,879.2,196.69807799999998
396,704,1150,1043.33,811008,239.88150555,,,,,,,,,,,,,
397,705,1153,1042.57,813056,241.13890416,-5.990001146495342,3960,0.04640567806345643,0.2,0.00951963,-0.011318848421797156,0.0841796875,3e-05,0.2375813126564026,1.0821480751037598,-0.061562638729810715,,
398,705,1155,1041.71,815104,241.22345325999999,-5.994596113264561,3970,0.049700012321409304,0.2,0.00826549,-0.01074563828005921,0.077392578125,3e-05,0.27560436725616455,1.0841565132141113,-0.05500016361474991,,
399,705,1157,1040.83,817152,241.26862676000002,-6.0004381984472275,3980,0.04951253673934843,0.2,0.010965815,-0.013684686490159947,0.10888671875,3e-05,0.4082777500152588,1.0855367183685303,-0.05661589279770851,,
400,706,1160,1040.7,819200,241.25570366999997,-6.006501153111458,3990,0.04881743293954059,0.2,0.009466961,-0.012703708486515097,0.090380859375,3e-05,0.337934672832489,1.087753415107727,-0.014474086463451385,,
,,,,820000,,-6.014631308615208,4000,0.042865957255708055,0.2,0.0112399915,-0.012097062397515401,0.108935546875,3e-05,0.5969628095626831,1.0897358655929565,-0.06781402975320816,958.6,229.32091179999998
401,704,1165,1039.78,821248,241.34830113000004,,,,,,,,,,,,,
402,705,1167,1039.25,823296,241.40402598,-6.021116617321968,4010,0.0516127842842252,0.2,0.00949611,-0.009579178714193403,0.08681640625,3e-05,0.15911531448364258,1.091307282447815,-0.025192849338054657,,
403,705,1169,1040.87,825344,243.07825637999997,-6.026476453244686,4020,0.05213557302486151,0.2,0.010002118,-0.012159519983106293,0.1099609375,3e-05,0.36468231678009033,1.0926611423492432,-0.05034690350294113,,
404,705,1172,1040.35,827392,243.07878165999998,-6.028669413924217,4030,0.05344007943785982,0.2,0.00887352,-0.009726813377346844,0.063330078125,3e-05,0.30256128311157227,1.092337727546692,-0.05116941034793854,,
405,706,1174,1049.09,829440,246.62268845999998,-6.028756521642208,4040,0.05104919814184541,0.2,0.008793214,-0.01250161077186931,0.090673828125,3e-05,0.2800517678260803,1.0927635431289673,-0.08261082321405411,,
,,,,830000,,-6.031716506183147,4050,0.054197743211989294,0.2,0.00973465,-0.010433651636412833,0.0880859375,3e-05,0.3071866035461426,1.093923807144165,0.033181533217430115,976.0,272.4059664
406,704,1179,1048.32,831488,246.68849698000002,,,,,,,,,,,,,
407,705,1182,1047.93,833536,246.70883307,-6.035525155067444,4060,0.04662421615357744,0.2,0.009567117,-0.013248891982948407,0.097314453125,3e-05,0.5078829526901245,1.0948486328125,-0.05656056106090546,,
408,705,1184,1047.13,835584,246.76518349999998,-6.038923740386963,4070,0.05048835601483006,0.2,0.010792197,-0.011988883328740485,0.099169921875,3e-05,0.2616783380508423,1.0958425998687744,-0.06184237450361252,,
409,705,1186,1046.39,837632,246.8352839,-6.045721274614334,4080,0.05562279195873998,0.2,0.012077602,-0.009610577049897984,0.0939453125,3e-05,0.2911806106567383,1.0984842777252197,-0.05840267986059189,,
410,706,1189,1045.74,839680,246.86404432999996,-6.050981467962265,4090,0.05505741592787672,0.2,0.008230282,-0.009809196001151576,0.08369140625,3e-05,0.45987820625305176,1.0988281965255737,-0.014443114399909973,,
,,,,840000,,-6.05120421051979,4100,0.046349378128070384,0.2,0.008147199,-0.01238392360683065,0.087060546875,3e-05,0.31457966566085815,1.0985260009765625,-0.04339423030614853,807.2,173.6266324
411,705,1193,1045.75,841728,246.84627524999996,,,,,,,,,,,,,
412,705,1195,1046.05,843776,246.82946421999998,-6.050870509445668,4110,0.04401026737468783,0.2,0.007820555,-0.012522163230460136,0.078125,3e-05,0.3924190402030945,1.0986201763153076,-0.054692186415195465,,
413,705,1198,1038.2,845824,243.90766323,-6.050874063372612,4120,0.02910047215409577,0.2,0.008147419,-0.01189246386056766,0.083251953125,3e-05,0.35888397693634033,1.0986618995666504,-0.04914625361561775,,
414,706,1200,1037.08,847872,243.99412988999995,-6.053415511548519,4130,0.08731927186890971,0.2,0.011718304,-0.016924869356444106,0.1173828125,3e-05,0.9274615049362183,1.0999209880828857,-0.0642865002155304,,
415,706,1203,1035.35,849920,244.16542187999997,-6.055798861384392,4140,0.05402543256641366,0.2,0.00999736,-0.012403549961163662,0.09775390625,3e-05,0.17437022924423218,1.1000001430511475,-0.04603643715381622,,
,,,,850000,,-6.057074804604054,4150,0.052349665193469265,0.2,0.009859913,-0.01140589599381201,0.100341796875,3e-05,0.4041060209274292,1.100647211074829,-0.013538595288991928,796.4,175.139269
416,705,1207,1030.24,851968,241.67927966999997,,,,,,,,,,,,,
417,705,1209,1028.3,854016,241.87127510000002,-6.060088755190373,4160,0.12358209170051851,0.2,0.008582048,-0.01188554443360772,0.075244140625,3e-05,0.9225727319717407,1.1017106771469116,-0.03771301731467247,,
418,706,1212,1028.81,856064,241.81355415,-6.062912324070931,4170,0.052117924473714085,0.2,0.009864813,-0.011989441158948465,0.08623046875,3e-05,0.13023602962493896,1.1020927429199219,-0.07406313717365265,,
419,706,1214,1028.72,858112,241.82462880000003,-6.06260209530592,4180,0.06740249547583517,0.2,0.008670628,-0.010851373747573233,0.087646484375,3e-05,0.38343048095703125,1.1014567613601685,-0.04298943653702736,,
,,,,860000,,-6.0643255963921545,4190,0.04968434751644964,0.2,0.010367207,-0.008080346502538305,0.088134765625,3e-05,0.1250138282775879,1.1031651496887207,-0.05590211600065231,912.6,227.51818020000002
420,705,1219,1021.49,860160,238.00398127,,,,,,,,,,,,,
421,705,1221,1019.97,862208,236.69103027,-6.069737134873867,4200,0.16972151315421796,0.2,0.00839394,-0.011056278736214153,0.0677734375,3e-05,0.9294027090072632,1.1043837070465088,-0.04683850333094597,,
422,705,1224,1021.22,864256,238.74209129,-6.075032588839531,4210,0.18669308717362582,0.2,0.010997154,-0.012407675238500815,0.0990234375,3e-05,0.9268754720687866,1.1062076091766357,0.11068698763847351,,
423,706,1226,1020.7,866304,238.78602765999997,-6.082892166078091,4220,0.07079480588436127,0.2,0.008260801,-0.01173473008093424,0.088134765625,3e-05,-0.10864830017089844,1.108510136604309,-0.040755435824394226,,
424,706,1228,1019.99,868352,238.84657790999995,-6.087962731719017,4230,0.05503694366489072,0.2,0.009719191,-0.012363797644502484,0.084375,3e-05,0.182725727558136,1.1089950799942017,-0.04829242452979088,,
,,,,870000,,-6.089641152322292,4240,0.061475427969708105,0.2,0.0087311845,-0.01038035172969103,0.063818359375,3e-05,0.33261823654174805,1.1092767715454102,-0.015957113355398178,913.4,235.90336480000002
425,705,1233,1020.16,870400,238.81815886999996,,,,,,,,,,,,,
426,705,1236,1029.67,872448,242.50452323000002,-6.0923290476202965,4250,0.054618351513636296,0.2,0.01162361,-0.013463183908606879,0.113916015625,3e-05,0.23295682668685913,1.1107089519500732,-0.03357912600040436,,
427,706,1238,1030.04,874496,242.51666575,-6.095807556807995,4260,0.04800018178648315,0.2,0.012562191,-0.01632955027744174,0.141064453125,3e-05,0.2311774492263794,1.1110140085220337,-0.07228196412324905,,
428,706,1240,1028.68,876544,242.65829391999995,-6.100443086028099,4270,0.04990940844581928,0.2,0.010196639,-0.013866127487563062,0.119287109375,3e-05,0.18968689441680908,1.1134693622589111,-0.025294892489910126,,
429,706,1243,1027.6,878592,242.73981193,-6.106420344114303,4280,0.051199359080055726,0.2,0.009933775,-0.009843258210457862,0.099951171875,3e-05,0.1428607702255249,1.1142082214355469,-0.06447521597146988,,
,,,,880000,,-6.109827828407288,4290,0.04808095613698242,0.2,0.008831363,-0.008908987516770139,0.068603515625,3e-05,0.19155067205429077,1.115386724472046,-0.06003168597817421,677.2,117.5652554
430,705,1247,1027.31,880640,242.79221224999998,,,,,,,,,,,,,
431,706,1249,1026.74,882688,242.87561665,-6.113439272344112,4300,0.045998382980178575,0.2,0.011409547,-0.009458914448623545,0.088134765625,3e-05,0.29344844818115234,1.1163363456726074,-0.0699242502450943,,
432,706,1252,1031.42,884736,246.43113527000003,-6.1167080909013745,4310,0.043910340221191294,0.2,0.009359354,-0.014253165874106345,0.114697265625,3e-05,0.3618168830871582,1.1171449422836304,-0.06494736671447754,,
433,706,1254,1026.02,886784,244.35380928000004,-6.11852810382843,4320,0.05856913219613489,0.2,0.007791848,-0.009708639778546057,0.06240234375,3e-05,0.42295223474502563,1.1173372268676758,-0.04428790509700775,,
434,707,1256,1018.6,888832,241.51576204,-6.120794731378555,4330,0.06926064496219624,0.2,0.008923726,-0.012115110768354498,0.0875,3e-05,0.9163208603858948,1.1184117794036865,-0.0311802439391613,,
,,,,890000,,-6.127090157568455,4340,0.19674052897025832,0.2,0.012459322,-0.011932560667628423,0.10302734375,3e-05,0.9138748049736023,1.1210236549377441,-0.0264042466878891,942.4,275.1594140000001
435,706,1261,1017.53,890880,241.60765082999995,,,,,,,,,,,,,
436,706,1264,1017.04,892928,241.66816597999997,-6.133331578969956,4350,0.057241356145823374,0.2,0.0118622985,-0.012766243354417384,0.115087890625,3e-05,-0.17904114723205566,1.1218035221099854,-0.06301679462194443,,
437,706,1266,1022.98,894976,244.71510088,-6.137560234963894,4360,0.060149339948839045,0.2,0.0109208645,-0.01498030252114404,0.114501953125,3e-05,0.08835530281066895,1.1233868598937988,-0.058262187987565994,,
438,706,1268,1022.57,897024,244.75596006999996,-6.143111893534661,4370,0.04936965447413968,0.2,0.009424637,-0.014610851947509218,0.110791015625,3e-05,0.028368115425109863,1.1249302625656128,-0.06304434686899185,,
439,707,1271,1022.36,899072,244.81012502999994,-6.1458231776952745,4380,0.029582333980943076,0.2,0.0101672765,-0.01251376064028591,0.089697265625,3e-05,0.02332770824432373,1.1246161460876465,-0.030778661370277405,,
,,,,900000,,-6.147120276093483,4390,0.04870188523782417,0.2,0.008595057,-0.00935921705677174,0.08291015625,3e-05,0.1337077021598816,1.1258354187011719,-0.06907206773757935,943.2,275.66709879999996
440,706,1276,1022.64,901120,244.78873585999995,,,,,,,,,,,,,
441,706,1278,1012.78,903168,241.11619233999994,-6.150913083553315,4400,0.07027398493955843,0.2,0.010664679,-0.012879664156935177,0.10576171875,3e-05,0.4982951879501343,1.1267578601837158,-0.05667894333600998,,
442,706,1280,1012.41,905216,241.12991989999998,-6.154616245627404,4410,0.08891418187995441,0.2,0.009552516,-0.013658017534180545,0.081640625,3e-05,0.8572895526885986,1.1279852390289307,-0.03798943758010864,,
443,706,1283,1012.59,907264,241.08994144,-6.156979607045651,4420,0.055975731842045205,0.2,0.010510349,-0.014495539775816723,0.104052734375,3e-05,0.42557787895202637,1.1282272338867188,-0.07613354921340942,,
444,707,1285,1013.57,909312,240.99634242000005,-6.159590250253677,4430,0.06772173259814736,0.2,0.01133608,-0.011923214884882327,0.105908203125,3e-05,0.5231136083602905,1.1294196844100952,-0.058825235813856125,,
,,,,910000,,-6.162466490268708,4440,0.04899266227876069,0.2,0.00875818,-0.01511810628871899,0.086865234375,3e-05,0.3329434394836426,1.1299774646759033,-0.054250143468379974,943.8,272.9413098
445,706,1290,1012.82,911360,241.0673494,,,,,,,,,,,,,
446,706,1293,1012.58,913408,241.07886434000002,-6.166733080148697,4450,0.04688880514295306,0.2,0.0067294748,-0.012130208741291426,0.068505859375,3e-05,0.3528464436531067,1.1318439245224,-0.020375855267047882,,
